interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-10-12 16:20:00-07:00,2025-10-12 23:20:00+00:00,2025-10-12 16:25:00-07:00,2025-10-12 23:25:00+00:00,20780
2025-10-12 16:25:00-07:00,2025-10-12 23:25:00+00:00,2025-10-12 16:30:00-07:00,2025-10-12 23:30:00+00:00,21094
2025-10-12 16:30:00-07:00,2025-10-12 23:30:00+00:00,2025-10-12 16:35:00-07:00,2025-10-12 23:35:00+00:00,21436
2025-10-12 16:35:00-07:00,2025-10-12 23:35:00+00:00,2025-10-12 16:40:00-07:00,2025-10-12 23:40:00+00:00,21698
2025-10-12 16:40:00-07:00,2025-10-12 23:40:00+00:00,2025-10-12 16:45:00-07:00,2025-10-12 23:45:00+00:00,21969
2025-10-12 16:45:00-07:00,2025-10-12 23:45:00+00:00,2025-10-12 16:50:00-07:00,2025-10-12 23:50:00+00:00,22207
2025-10-12 16:50:00-07:00,2025-10-12 23:50:00+00:00,2025-10-12 16:55:00-07:00,2025-10-12 23:55:00+00:00,22411
2025-10-12 16:55:00-07:00,2025-10-12 23:55:00+00:00,2025-10-12 17:00:00-07:00,2025-10-13 00:00:00+00:00,22655
2025-10-12 17:00:00-07:00,2025-10-13 00:00:00+00:00,2025-10-12 17:05:00-07:00,2025-10-13 00:05:00+00:00,22879
2025-10-12 17:05:00-07:00,2025-10-13 00:05:00+00:00,2025-10-12 17:10:00-07:00,2025-10-13 00:10:00+00:00,23073
2025-10-12 17:10:00-07:00,2025-10-13 00:10:00+00:00,2025-10-12 17:15:00-07:00,2025-10-13 00:15:00+00:00,23549
2025-10-12 17:15:00-07:00,2025-10-13 00:15:00+00:00,2025-10-12 17:20:00-07:00,2025-10-13 00:20:00+00:00,23843
2025-10-12 17:20:00-07:00,2025-10-13 00:20:00+00:00,2025-10-12 17:25:00-07:00,2025-10-13 00:25:00+00:00,24066
2025-10-12 17:25:00-07:00,2025-10-13 00:25:00+00:00,2025-10-12 17:30:00-07:00,2025-10-13 00:30:00+00:00,24332
2025-10-12 17:30:00-07:00,2025-10-13 00:30:00+00:00,2025-10-12 17:35:00-07:00,2025-10-13 00:35:00+00:00,24560
2025-10-12 17:35:00-07:00,2025-10-13 00:35:00+00:00,2025-10-12 17:40:00-07:00,2025-10-13 00:40:00+00:00,24780
2025-10-12 17:40:00-07:00,2025-10-13 00:40:00+00:00,2025-10-12 17:45:00-07:00,2025-10-13 00:45:00+00:00,24986
2025-10-12 17:45:00-07:00,2025-10-13 00:45:00+00:00,2025-10-12 17:50:00-07:00,2025-10-13 00:50:00+00:00,25164
2025-10-12 17:50:00-07:00,2025-10-13 00:50:00+00:00,2025-10-12 17:55:00-07:00,2025-10-13 00:55:00+00:00,25308
2025-10-12 17:55:00-07:00,2025-10-13 00:55:00+00:00,2025-10-12 18:00:00-07:00,2025-10-13 01:00:00+00:00,25488
2025-10-12 18:00:00-07:00,2025-10-13 01:00:00+00:00,2025-10-12 18:05:00-07:00,2025-10-13 01:05:00+00:00,25635
2025-10-12 18:05:00-07:00,2025-10-13 01:05:00+00:00,2025-10-12 18:10:00-07:00,2025-10-13 01:10:00+00:00,25652
2025-10-12 18:10:00-07:00,2025-10-13 01:10:00+00:00,2025-10-12 18:15:00-07:00,2025-10-13 01:15:00+00:00,25630
2025-10-12 18:15:00-07:00,2025-10-13 01:15:00+00:00,2025-10-12 18:20:00-07:00,2025-10-13 01:20:00+00:00,25640
2025-10-12 18:20:00-07:00,2025-10-13 01:20:00+00:00,2025-10-12 18:25:00-07:00,2025-10-13 01:25:00+00:00,25690
2025-10-12 18:25:00-07:00,2025-10-13 01:25:00+00:00,2025-10-12 18:30:00-07:00,2025-10-13 01:30:00+00:00,25802
2025-10-12 18:30:00-07:00,2025-10-13 01:30:00+00:00,2025-10-12 18:35:00-07:00,2025-10-13 01:35:00+00:00,25942
2025-10-12 18:35:00-07:00,2025-10-13 01:35:00+00:00,2025-10-12 18:40:00-07:00,2025-10-13 01:40:00+00:00,25947
2025-10-12 18:40:00-07:00,2025-10-13 01:40:00+00:00,2025-10-12 18:45:00-07:00,2025-10-13 01:45:00+00:00,26043
2025-10-12 18:45:00-07:00,2025-10-13 01:45:00+00:00,2025-10-12 18:50:00-07:00,2025-10-13 01:50:00+00:00,26142
2025-10-12 18:50:00-07:00,2025-10-13 01:50:00+00:00,2025-10-12 18:55:00-07:00,2025-10-13 01:55:00+00:00,26217
2025-10-12 18:55:00-07:00,2025-10-13 01:55:00+00:00,2025-10-12 19:00:00-07:00,2025-10-13 02:00:00+00:00,26283
2025-10-12 19:00:00-07:00,2025-10-13 02:00:00+00:00,2025-10-12 19:05:00-07:00,2025-10-13 02:05:00+00:00,26332
2025-10-12 19:05:00-07:00,2025-10-13 02:05:00+00:00,2025-10-12 19:10:00-07:00,2025-10-13 02:10:00+00:00,26269
2025-10-12 19:10:00-07:00,2025-10-13 02:10:00+00:00,2025-10-12 19:15:00-07:00,2025-10-13 02:15:00+00:00,26251
2025-10-12 19:15:00-07:00,2025-10-13 02:15:00+00:00,2025-10-12 19:20:00-07:00,2025-10-13 02:20:00+00:00,26230
2025-10-12 19:20:00-07:00,2025-10-13 02:20:00+00:00,2025-10-12 19:25:00-07:00,2025-10-13 02:25:00+00:00,26173
2025-10-12 19:25:00-07:00,2025-10-13 02:25:00+00:00,2025-10-12 19:30:00-07:00,2025-10-13 02:30:00+00:00,26148
2025-10-12 19:30:00-07:00,2025-10-13 02:30:00+00:00,2025-10-12 19:35:00-07:00,2025-10-13 02:35:00+00:00,26158
2025-10-12 19:35:00-07:00,2025-10-13 02:35:00+00:00,2025-10-12 19:40:00-07:00,2025-10-13 02:40:00+00:00,26088
2025-10-12 19:40:00-07:00,2025-10-13 02:40:00+00:00,2025-10-12 19:45:00-07:00,2025-10-13 02:45:00+00:00,26074
2025-10-12 19:45:00-07:00,2025-10-13 02:45:00+00:00,2025-10-12 19:50:00-07:00,2025-10-13 02:50:00+00:00,25994
2025-10-12 19:50:00-07:00,2025-10-13 02:50:00+00:00,2025-10-12 19:55:00-07:00,2025-10-13 02:55:00+00:00,25945
2025-10-12 19:55:00-07:00,2025-10-13 02:55:00+00:00,2025-10-12 20:00:00-07:00,2025-10-13 03:00:00+00:00,25862
2025-10-12 20:00:00-07:00,2025-10-13 03:00:00+00:00,2025-10-12 20:05:00-07:00,2025-10-13 03:05:00+00:00,25799
2025-10-12 20:05:00-07:00,2025-10-13 03:05:00+00:00,2025-10-12 20:10:00-07:00,2025-10-13 03:10:00+00:00,25733
2025-10-12 20:10:00-07:00,2025-10-13 03:10:00+00:00,2025-10-12 20:15:00-07:00,2025-10-13 03:15:00+00:00,25646
2025-10-12 20:15:00-07:00,2025-10-13 03:15:00+00:00,2025-10-12 20:20:00-07:00,2025-10-13 03:20:00+00:00,25569
2025-10-12 20:20:00-07:00,2025-10-13 03:20:00+00:00,2025-10-12 20:25:00-07:00,2025-10-13 03:25:00+00:00,25525
2025-10-12 20:25:00-07:00,2025-10-13 03:25:00+00:00,2025-10-12 20:30:00-07:00,2025-10-13 03:30:00+00:00,25499
2025-10-12 20:30:00-07:00,2025-10-13 03:30:00+00:00,2025-10-12 20:35:00-07:00,2025-10-13 03:35:00+00:00,25419
2025-10-12 20:35:00-07:00,2025-10-13 03:35:00+00:00,2025-10-12 20:40:00-07:00,2025-10-13 03:40:00+00:00,25364
2025-10-12 20:40:00-07:00,2025-10-13 03:40:00+00:00,2025-10-12 20:45:00-07:00,2025-10-13 03:45:00+00:00,25244
2025-10-12 20:45:00-07:00,2025-10-13 03:45:00+00:00,2025-10-12 20:50:00-07:00,2025-10-13 03:50:00+00:00,25179
2025-10-12 20:50:00-07:00,2025-10-13 03:50:00+00:00,2025-10-12 20:55:00-07:00,2025-10-13 03:55:00+00:00,25078
2025-10-12 20:55:00-07:00,2025-10-13 03:55:00+00:00,2025-10-12 21:00:00-07:00,2025-10-13 04:00:00+00:00,25028
2025-10-12 21:00:00-07:00,2025-10-13 04:00:00+00:00,2025-10-12 21:05:00-07:00,2025-10-13 04:05:00+00:00,24897
2025-10-12 21:05:00-07:00,2025-10-13 04:05:00+00:00,2025-10-12 21:10:00-07:00,2025-10-13 04:10:00+00:00,25045
2025-10-12 21:10:00-07:00,2025-10-13 04:10:00+00:00,2025-10-12 21:15:00-07:00,2025-10-13 04:15:00+00:00,25046
2025-10-12 21:15:00-07:00,2025-10-13 04:15:00+00:00,2025-10-12 21:20:00-07:00,2025-10-13 04:20:00+00:00,24926
2025-10-12 21:20:00-07:00,2025-10-13 04:20:00+00:00,2025-10-12 21:25:00-07:00,2025-10-13 04:25:00+00:00,24826
2025-10-12 21:25:00-07:00,2025-10-13 04:25:00+00:00,2025-10-12 21:30:00-07:00,2025-10-13 04:30:00+00:00,24756
2025-10-12 21:30:00-07:00,2025-10-13 04:30:00+00:00,2025-10-12 21:35:00-07:00,2025-10-13 04:35:00+00:00,24667
2025-10-12 21:35:00-07:00,2025-10-13 04:35:00+00:00,2025-10-12 21:40:00-07:00,2025-10-13 04:40:00+00:00,24594
2025-10-12 21:40:00-07:00,2025-10-13 04:40:00+00:00,2025-10-12 21:45:00-07:00,2025-10-13 04:45:00+00:00,24495
2025-10-12 21:45:00-07:00,2025-10-13 04:45:00+00:00,2025-10-12 21:50:00-07:00,2025-10-13 04:50:00+00:00,24402
2025-10-12 21:50:00-07:00,2025-10-13 04:50:00+00:00,2025-10-12 21:55:00-07:00,2025-10-13 04:55:00+00:00,24228
2025-10-12 21:55:00-07:00,2025-10-13 04:55:00+00:00,2025-10-12 22:00:00-07:00,2025-10-13 05:00:00+00:00,24297
2025-10-12 22:00:00-07:00,2025-10-13 05:00:00+00:00,2025-10-12 22:05:00-07:00,2025-10-13 05:05:00+00:00,24157
2025-10-12 22:05:00-07:00,2025-10-13 05:05:00+00:00,2025-10-12 22:10:00-07:00,2025-10-13 05:10:00+00:00,24167
2025-10-12 22:10:00-07:00,2025-10-13 05:10:00+00:00,2025-10-12 22:15:00-07:00,2025-10-13 05:15:00+00:00,23997
2025-10-12 22:15:00-07:00,2025-10-13 05:15:00+00:00,2025-10-12 22:20:00-07:00,2025-10-13 05:20:00+00:00,23915
2025-10-12 22:20:00-07:00,2025-10-13 05:20:00+00:00,2025-10-12 22:25:00-07:00,2025-10-13 05:25:00+00:00,23822
2025-10-12 22:25:00-07:00,2025-10-13 05:25:00+00:00,2025-10-12 22:30:00-07:00,2025-10-13 05:30:00+00:00,23671
2025-10-12 22:30:00-07:00,2025-10-13 05:30:00+00:00,2025-10-12 22:35:00-07:00,2025-10-13 05:35:00+00:00,23509
2025-10-12 22:35:00-07:00,2025-10-13 05:35:00+00:00,2025-10-12 22:40:00-07:00,2025-10-13 05:40:00+00:00,23437
2025-10-12 22:40:00-07:00,2025-10-13 05:40:00+00:00,2025-10-12 22:45:00-07:00,2025-10-13 05:45:00+00:00,23288
2025-10-12 22:45:00-07:00,2025-10-13 05:45:00+00:00,2025-10-12 22:50:00-07:00,2025-10-13 05:50:00+00:00,23150
2025-10-12 22:50:00-07:00,2025-10-13 05:50:00+00:00,2025-10-12 22:55:00-07:00,2025-10-13 05:55:00+00:00,23072
2025-10-12 22:55:00-07:00,2025-10-13 05:55:00+00:00,2025-10-12 23:00:00-07:00,2025-10-13 06:00:00+00:00,22895
2025-10-12 23:00:00-07:00,2025-10-13 06:00:00+00:00,2025-10-12 23:05:00-07:00,2025-10-13 06:05:00+00:00,22657
2025-10-12 23:05:00-07:00,2025-10-13 06:05:00+00:00,2025-10-12 23:10:00-07:00,2025-10-13 06:10:00+00:00,22478
2025-10-12 23:10:00-07:00,2025-10-13 06:10:00+00:00,2025-10-12 23:15:00-07:00,2025-10-13 06:15:00+00:00,22471
2025-10-12 23:15:00-07:00,2025-10-13 06:15:00+00:00,2025-10-12 23:20:00-07:00,2025-10-13 06:20:00+00:00,22364
2025-10-12 23:20:00-07:00,2025-10-13 06:20:00+00:00,2025-10-12 23:25:00-07:00,2025-10-13 06:25:00+00:00,22246
2025-10-12 23:25:00-07:00,2025-10-13 06:25:00+00:00,2025-10-12 23:30:00-07:00,2025-10-13 06:30:00+00:00,22067
2025-10-12 23:30:00-07:00,2025-10-13 06:30:00+00:00,2025-10-12 23:35:00-07:00,2025-10-13 06:35:00+00:00,21868
2025-10-12 23:35:00-07:00,2025-10-13 06:35:00+00:00,2025-10-12 23:40:00-07:00,2025-10-13 06:40:00+00:00,21735
2025-10-12 23:40:00-07:00,2025-10-13 06:40:00+00:00,2025-10-12 23:45:00-07:00,2025-10-13 06:45:00+00:00,21561
2025-10-12 23:45:00-07:00,2025-10-13 06:45:00+00:00,2025-10-12 23:50:00-07:00,2025-10-13 06:50:00+00:00,21497
2025-10-12 23:50:00-07:00,2025-10-13 06:50:00+00:00,2025-10-12 23:55:00-07:00,2025-10-13 06:55:00+00:00,21337
2025-10-12 23:55:00-07:00,2025-10-13 06:55:00+00:00,2025-10-13 00:00:00-07:00,2025-10-13 07:00:00+00:00,21193
