interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-09-28 05:55:00-07:00,2025-09-28 12:55:00+00:00,2025-09-28 06:00:00-07:00,2025-09-28 13:00:00+00:00,21004
2025-09-28 06:00:00-07:00,2025-09-28 13:00:00+00:00,2025-09-28 06:05:00-07:00,2025-09-28 13:05:00+00:00,21006
2025-09-28 06:05:00-07:00,2025-09-28 13:05:00+00:00,2025-09-28 06:10:00-07:00,2025-09-28 13:10:00+00:00,20997
2025-09-28 06:10:00-07:00,2025-09-28 13:10:00+00:00,2025-09-28 06:15:00-07:00,2025-09-28 13:15:00+00:00,21002
2025-09-28 06:15:00-07:00,2025-09-28 13:15:00+00:00,2025-09-28 06:20:00-07:00,2025-09-28 13:20:00+00:00,21059
2025-09-28 06:20:00-07:00,2025-09-28 13:20:00+00:00,2025-09-28 06:25:00-07:00,2025-09-28 13:25:00+00:00,21091
2025-09-28 06:25:00-07:00,2025-09-28 13:25:00+00:00,2025-09-28 06:30:00-07:00,2025-09-28 13:30:00+00:00,21156
2025-09-28 06:30:00-07:00,2025-09-28 13:30:00+00:00,2025-09-28 06:35:00-07:00,2025-09-28 13:35:00+00:00,21183
2025-09-28 06:35:00-07:00,2025-09-28 13:35:00+00:00,2025-09-28 06:40:00-07:00,2025-09-28 13:40:00+00:00,21223
2025-09-28 06:40:00-07:00,2025-09-28 13:40:00+00:00,2025-09-28 06:45:00-07:00,2025-09-28 13:45:00+00:00,21236
2025-09-28 06:45:00-07:00,2025-09-28 13:45:00+00:00,2025-09-28 06:50:00-07:00,2025-09-28 13:50:00+00:00,21246
2025-09-28 06:50:00-07:00,2025-09-28 13:50:00+00:00,2025-09-28 06:55:00-07:00,2025-09-28 13:55:00+00:00,21239
2025-09-28 06:55:00-07:00,2025-09-28 13:55:00+00:00,2025-09-28 07:00:00-07:00,2025-09-28 14:00:00+00:00,21221
2025-09-28 07:00:00-07:00,2025-09-28 14:00:00+00:00,2025-09-28 07:05:00-07:00,2025-09-28 14:05:00+00:00,21191
2025-09-28 07:05:00-07:00,2025-09-28 14:05:00+00:00,2025-09-28 07:10:00-07:00,2025-09-28 14:10:00+00:00,21228
2025-09-28 07:10:00-07:00,2025-09-28 14:10:00+00:00,2025-09-28 07:15:00-07:00,2025-09-28 14:15:00+00:00,21305
2025-09-28 07:15:00-07:00,2025-09-28 14:15:00+00:00,2025-09-28 07:20:00-07:00,2025-09-28 14:20:00+00:00,21330
2025-09-28 07:20:00-07:00,2025-09-28 14:20:00+00:00,2025-09-28 07:25:00-07:00,2025-09-28 14:25:00+00:00,21333
2025-09-28 07:25:00-07:00,2025-09-28 14:25:00+00:00,2025-09-28 07:30:00-07:00,2025-09-28 14:30:00+00:00,21321
2025-09-28 07:30:00-07:00,2025-09-28 14:30:00+00:00,2025-09-28 07:35:00-07:00,2025-09-28 14:35:00+00:00,21342
2025-09-28 07:35:00-07:00,2025-09-28 14:35:00+00:00,2025-09-28 07:40:00-07:00,2025-09-28 14:40:00+00:00,21377
2025-09-28 07:40:00-07:00,2025-09-28 14:40:00+00:00,2025-09-28 07:45:00-07:00,2025-09-28 14:45:00+00:00,21412
2025-09-28 07:45:00-07:00,2025-09-28 14:45:00+00:00,2025-09-28 07:50:00-07:00,2025-09-28 14:50:00+00:00,21356
2025-09-28 07:50:00-07:00,2025-09-28 14:50:00+00:00,2025-09-28 07:55:00-07:00,2025-09-28 14:55:00+00:00,21376
2025-09-28 07:55:00-07:00,2025-09-28 14:55:00+00:00,2025-09-28 08:00:00-07:00,2025-09-28 15:00:00+00:00,21270
2025-09-28 08:00:00-07:00,2025-09-28 15:00:00+00:00,2025-09-28 08:05:00-07:00,2025-09-28 15:05:00+00:00,21250
2025-09-28 08:05:00-07:00,2025-09-28 15:05:00+00:00,2025-09-28 08:10:00-07:00,2025-09-28 15:10:00+00:00,21545
2025-09-28 08:10:00-07:00,2025-09-28 15:10:00+00:00,2025-09-28 08:15:00-07:00,2025-09-28 15:15:00+00:00,21575
2025-09-28 08:15:00-07:00,2025-09-28 15:15:00+00:00,2025-09-28 08:20:00-07:00,2025-09-28 15:20:00+00:00,21484
2025-09-28 08:20:00-07:00,2025-09-28 15:20:00+00:00,2025-09-28 08:25:00-07:00,2025-09-28 15:25:00+00:00,21348
2025-09-28 08:25:00-07:00,2025-09-28 15:25:00+00:00,2025-09-28 08:30:00-07:00,2025-09-28 15:30:00+00:00,21445
2025-09-28 08:30:00-07:00,2025-09-28 15:30:00+00:00,2025-09-28 08:35:00-07:00,2025-09-28 15:35:00+00:00,21363
2025-09-28 08:35:00-07:00,2025-09-28 15:35:00+00:00,2025-09-28 08:40:00-07:00,2025-09-28 15:40:00+00:00,21407
2025-09-28 08:40:00-07:00,2025-09-28 15:40:00+00:00,2025-09-28 08:45:00-07:00,2025-09-28 15:45:00+00:00,21263
2025-09-28 08:45:00-07:00,2025-09-28 15:45:00+00:00,2025-09-28 08:50:00-07:00,2025-09-28 15:50:00+00:00,21199
2025-09-28 08:50:00-07:00,2025-09-28 15:50:00+00:00,2025-09-28 08:55:00-07:00,2025-09-28 15:55:00+00:00,21166
2025-09-28 08:55:00-07:00,2025-09-28 15:55:00+00:00,2025-09-28 09:00:00-07:00,2025-09-28 16:00:00+00:00,21121
2025-09-28 09:00:00-07:00,2025-09-28 16:00:00+00:00,2025-09-28 09:05:00-07:00,2025-09-28 16:05:00+00:00,21172
2025-09-28 09:05:00-07:00,2025-09-28 16:05:00+00:00,2025-09-28 09:10:00-07:00,2025-09-28 16:10:00+00:00,21239
2025-09-28 09:10:00-07:00,2025-09-28 16:10:00+00:00,2025-09-28 09:15:00-07:00,2025-09-28 16:15:00+00:00,21204
2025-09-28 09:15:00-07:00,2025-09-28 16:15:00+00:00,2025-09-28 09:20:00-07:00,2025-09-28 16:20:00+00:00,21027
2025-09-28 09:20:00-07:00,2025-09-28 16:20:00+00:00,2025-09-28 09:25:00-07:00,2025-09-28 16:25:00+00:00,20898
2025-09-28 09:25:00-07:00,2025-09-28 16:25:00+00:00,2025-09-28 09:30:00-07:00,2025-09-28 16:30:00+00:00,20829
2025-09-28 09:30:00-07:00,2025-09-28 16:30:00+00:00,2025-09-28 09:35:00-07:00,2025-09-28 16:35:00+00:00,20766
2025-09-28 09:35:00-07:00,2025-09-28 16:35:00+00:00,2025-09-28 09:40:00-07:00,2025-09-28 16:40:00+00:00,20690
2025-09-28 09:40:00-07:00,2025-09-28 16:40:00+00:00,2025-09-28 09:45:00-07:00,2025-09-28 16:45:00+00:00,20609
2025-09-28 09:45:00-07:00,2025-09-28 16:45:00+00:00,2025-09-28 09:50:00-07:00,2025-09-28 16:50:00+00:00,20660
2025-09-28 09:50:00-07:00,2025-09-28 16:50:00+00:00,2025-09-28 09:55:00-07:00,2025-09-28 16:55:00+00:00,20502
2025-09-28 09:55:00-07:00,2025-09-28 16:55:00+00:00,2025-09-28 10:00:00-07:00,2025-09-28 17:00:00+00:00,20372
2025-09-28 10:00:00-07:00,2025-09-28 17:00:00+00:00,2025-09-28 10:05:00-07:00,2025-09-28 17:05:00+00:00,20320
2025-09-28 10:05:00-07:00,2025-09-28 17:05:00+00:00,2025-09-28 10:10:00-07:00,2025-09-28 17:10:00+00:00,20432
2025-09-28 10:10:00-07:00,2025-09-28 17:10:00+00:00,2025-09-28 10:15:00-07:00,2025-09-28 17:15:00+00:00,20551
2025-09-28 10:15:00-07:00,2025-09-28 17:15:00+00:00,2025-09-28 10:20:00-07:00,2025-09-28 17:20:00+00:00,20467
2025-09-28 10:20:00-07:00,2025-09-28 17:20:00+00:00,2025-09-28 10:25:00-07:00,2025-09-28 17:25:00+00:00,20370
2025-09-28 10:25:00-07:00,2025-09-28 17:25:00+00:00,2025-09-28 10:30:00-07:00,2025-09-28 17:30:00+00:00,20391
2025-09-28 10:30:00-07:00,2025-09-28 17:30:00+00:00,2025-09-28 10:35:00-07:00,2025-09-28 17:35:00+00:00,20338
2025-09-28 10:35:00-07:00,2025-09-28 17:35:00+00:00,2025-09-28 10:40:00-07:00,2025-09-28 17:40:00+00:00,20229
2025-09-28 10:40:00-07:00,2025-09-28 17:40:00+00:00,2025-09-28 10:45:00-07:00,2025-09-28 17:45:00+00:00,20156
2025-09-28 10:45:00-07:00,2025-09-28 17:45:00+00:00,2025-09-28 10:50:00-07:00,2025-09-28 17:50:00+00:00,20170
2025-09-28 10:50:00-07:00,2025-09-28 17:50:00+00:00,2025-09-28 10:55:00-07:00,2025-09-28 17:55:00+00:00,20148
2025-09-28 10:55:00-07:00,2025-09-28 17:55:00+00:00,2025-09-28 11:00:00-07:00,2025-09-28 18:00:00+00:00,20090
2025-09-28 11:00:00-07:00,2025-09-28 18:00:00+00:00,2025-09-28 11:05:00-07:00,2025-09-28 18:05:00+00:00,20023
2025-09-28 11:05:00-07:00,2025-09-28 18:05:00+00:00,2025-09-28 11:10:00-07:00,2025-09-28 18:10:00+00:00,20332
2025-09-28 11:10:00-07:00,2025-09-28 18:10:00+00:00,2025-09-28 11:15:00-07:00,2025-09-28 18:15:00+00:00,20276
2025-09-28 11:15:00-07:00,2025-09-28 18:15:00+00:00,2025-09-28 11:20:00-07:00,2025-09-28 18:20:00+00:00,20172
2025-09-28 11:20:00-07:00,2025-09-28 18:20:00+00:00,2025-09-28 11:25:00-07:00,2025-09-28 18:25:00+00:00,20089
2025-09-28 11:25:00-07:00,2025-09-28 18:25:00+00:00,2025-09-28 11:30:00-07:00,2025-09-28 18:30:00+00:00,20072
2025-09-28 11:30:00-07:00,2025-09-28 18:30:00+00:00,2025-09-28 11:35:00-07:00,2025-09-28 18:35:00+00:00,20081
2025-09-28 11:35:00-07:00,2025-09-28 18:35:00+00:00,2025-09-28 11:40:00-07:00,2025-09-28 18:40:00+00:00,20019
2025-09-28 11:40:00-07:00,2025-09-28 18:40:00+00:00,2025-09-28 11:45:00-07:00,2025-09-28 18:45:00+00:00,19981
2025-09-28 11:45:00-07:00,2025-09-28 18:45:00+00:00,2025-09-28 11:50:00-07:00,2025-09-28 18:50:00+00:00,19963
2025-09-28 11:50:00-07:00,2025-09-28 18:50:00+00:00,2025-09-28 11:55:00-07:00,2025-09-28 18:55:00+00:00,19950
2025-09-28 11:55:00-07:00,2025-09-28 18:55:00+00:00,2025-09-28 12:00:00-07:00,2025-09-28 19:00:00+00:00,19977
2025-09-28 12:00:00-07:00,2025-09-28 19:00:00+00:00,2025-09-28 12:05:00-07:00,2025-09-28 19:05:00+00:00,19819
2025-09-28 12:05:00-07:00,2025-09-28 19:05:00+00:00,2025-09-28 12:10:00-07:00,2025-09-28 19:10:00+00:00,20001
2025-09-28 12:10:00-07:00,2025-09-28 19:10:00+00:00,2025-09-28 12:15:00-07:00,2025-09-28 19:15:00+00:00,19723
2025-09-28 12:15:00-07:00,2025-09-28 19:15:00+00:00,2025-09-28 12:20:00-07:00,2025-09-28 19:20:00+00:00,19594
2025-09-28 12:20:00-07:00,2025-09-28 19:20:00+00:00,2025-09-28 12:25:00-07:00,2025-09-28 19:25:00+00:00,19764
2025-09-28 12:25:00-07:00,2025-09-28 19:25:00+00:00,2025-09-28 12:30:00-07:00,2025-09-28 19:30:00+00:00,19618
2025-09-28 12:30:00-07:00,2025-09-28 19:30:00+00:00,2025-09-28 12:35:00-07:00,2025-09-28 19:35:00+00:00,19693
2025-09-28 12:35:00-07:00,2025-09-28 19:35:00+00:00,2025-09-28 12:40:00-07:00,2025-09-28 19:40:00+00:00,19709
2025-09-28 12:40:00-07:00,2025-09-28 19:40:00+00:00,2025-09-28 12:45:00-07:00,2025-09-28 19:45:00+00:00,19708
2025-09-28 12:45:00-07:00,2025-09-28 19:45:00+00:00,2025-09-28 12:50:00-07:00,2025-09-28 19:50:00+00:00,19712
2025-09-28 12:50:00-07:00,2025-09-28 19:50:00+00:00,2025-09-28 12:55:00-07:00,2025-09-28 19:55:00+00:00,19716
2025-09-28 12:55:00-07:00,2025-09-28 19:55:00+00:00,2025-09-28 13:00:00-07:00,2025-09-28 20:00:00+00:00,19671
2025-09-28 13:00:00-07:00,2025-09-28 20:00:00+00:00,2025-09-28 13:05:00-07:00,2025-09-28 20:05:00+00:00,19722
2025-09-28 13:05:00-07:00,2025-09-28 20:05:00+00:00,2025-09-28 13:10:00-07:00,2025-09-28 20:10:00+00:00,19976
2025-09-28 13:10:00-07:00,2025-09-28 20:10:00+00:00,2025-09-28 13:15:00-07:00,2025-09-28 20:15:00+00:00,19918
2025-09-28 13:15:00-07:00,2025-09-28 20:15:00+00:00,2025-09-28 13:20:00-07:00,2025-09-28 20:20:00+00:00,19854
2025-09-28 13:20:00-07:00,2025-09-28 20:20:00+00:00,2025-09-28 13:25:00-07:00,2025-09-28 20:25:00+00:00,19804
2025-09-28 13:25:00-07:00,2025-09-28 20:25:00+00:00,2025-09-28 13:30:00-07:00,2025-09-28 20:30:00+00:00,19924
2025-09-28 13:30:00-07:00,2025-09-28 20:30:00+00:00,2025-09-28 13:35:00-07:00,2025-09-28 20:35:00+00:00,20077
2025-09-28 13:35:00-07:00,2025-09-28 20:35:00+00:00,2025-09-28 13:40:00-07:00,2025-09-28 20:40:00+00:00,20068
2025-09-28 13:40:00-07:00,2025-09-28 20:40:00+00:00,2025-09-28 13:45:00-07:00,2025-09-28 20:45:00+00:00,20131
2025-09-28 13:45:00-07:00,2025-09-28 20:45:00+00:00,2025-09-28 13:50:00-07:00,2025-09-28 20:50:00+00:00,20231
2025-09-28 13:50:00-07:00,2025-09-28 20:50:00+00:00,2025-09-28 13:55:00-07:00,2025-09-28 20:55:00+00:00,20210
2025-09-28 13:55:00-07:00,2025-09-28 20:55:00+00:00,2025-09-28 14:00:00-07:00,2025-09-28 21:00:00+00:00,20381
2025-09-28 14:00:00-07:00,2025-09-28 21:00:00+00:00,2025-09-28 14:05:00-07:00,2025-09-28 21:05:00+00:00,20537
2025-09-28 14:05:00-07:00,2025-09-28 21:05:00+00:00,2025-09-28 14:10:00-07:00,2025-09-28 21:10:00+00:00,20462
2025-09-28 14:10:00-07:00,2025-09-28 21:10:00+00:00,2025-09-28 14:15:00-07:00,2025-09-28 21:15:00+00:00,20379
2025-09-28 14:15:00-07:00,2025-09-28 21:15:00+00:00,2025-09-28 14:20:00-07:00,2025-09-28 21:20:00+00:00,20568
2025-09-28 14:20:00-07:00,2025-09-28 21:20:00+00:00,2025-09-28 14:25:00-07:00,2025-09-28 21:25:00+00:00,20594
2025-09-28 14:25:00-07:00,2025-09-28 21:25:00+00:00,2025-09-28 14:30:00-07:00,2025-09-28 21:30:00+00:00,20665
2025-09-28 14:30:00-07:00,2025-09-28 21:30:00+00:00,2025-09-28 14:35:00-07:00,2025-09-28 21:35:00+00:00,20943
2025-09-28 14:35:00-07:00,2025-09-28 21:35:00+00:00,2025-09-28 14:40:00-07:00,2025-09-28 21:40:00+00:00,20912
2025-09-28 14:40:00-07:00,2025-09-28 21:40:00+00:00,2025-09-28 14:45:00-07:00,2025-09-28 21:45:00+00:00,21182
2025-09-28 14:45:00-07:00,2025-09-28 21:45:00+00:00,2025-09-28 14:50:00-07:00,2025-09-28 21:50:00+00:00,21134
2025-09-28 14:50:00-07:00,2025-09-28 21:50:00+00:00,2025-09-28 14:55:00-07:00,2025-09-28 21:55:00+00:00,21473
2025-09-28 14:55:00-07:00,2025-09-28 21:55:00+00:00,2025-09-28 15:00:00-07:00,2025-09-28 22:00:00+00:00,21661
2025-09-28 15:00:00-07:00,2025-09-28 22:00:00+00:00,2025-09-28 15:05:00-07:00,2025-09-28 22:05:00+00:00,21845
2025-09-28 15:05:00-07:00,2025-09-28 22:05:00+00:00,2025-09-28 15:10:00-07:00,2025-09-28 22:10:00+00:00,21890
2025-09-28 15:10:00-07:00,2025-09-28 22:10:00+00:00,2025-09-28 15:15:00-07:00,2025-09-28 22:15:00+00:00,22058
2025-09-28 15:15:00-07:00,2025-09-28 22:15:00+00:00,2025-09-28 15:20:00-07:00,2025-09-28 22:20:00+00:00,22238
2025-09-28 15:20:00-07:00,2025-09-28 22:20:00+00:00,2025-09-28 15:25:00-07:00,2025-09-28 22:25:00+00:00,22390
2025-09-28 15:25:00-07:00,2025-09-28 22:25:00+00:00,2025-09-28 15:30:00-07:00,2025-09-28 22:30:00+00:00,22591
2025-09-28 15:30:00-07:00,2025-09-28 22:30:00+00:00,2025-09-28 15:35:00-07:00,2025-09-28 22:35:00+00:00,22840
2025-09-28 15:35:00-07:00,2025-09-28 22:35:00+00:00,2025-09-28 15:40:00-07:00,2025-09-28 22:40:00+00:00,22991
2025-09-28 15:40:00-07:00,2025-09-28 22:40:00+00:00,2025-09-28 15:45:00-07:00,2025-09-28 22:45:00+00:00,23169
2025-09-28 15:45:00-07:00,2025-09-28 22:45:00+00:00,2025-09-28 15:50:00-07:00,2025-09-28 22:50:00+00:00,23272
2025-09-28 15:50:00-07:00,2025-09-28 22:50:00+00:00,2025-09-28 15:55:00-07:00,2025-09-28 22:55:00+00:00,23501
2025-09-28 15:55:00-07:00,2025-09-28 22:55:00+00:00,2025-09-28 16:00:00-07:00,2025-09-28 23:00:00+00:00,23630
2025-09-28 16:00:00-07:00,2025-09-28 23:00:00+00:00,2025-09-28 16:05:00-07:00,2025-09-28 23:05:00+00:00,23865
2025-09-28 16:05:00-07:00,2025-09-28 23:05:00+00:00,2025-09-28 16:10:00-07:00,2025-09-28 23:10:00+00:00,23811
2025-09-28 16:10:00-07:00,2025-09-28 23:10:00+00:00,2025-09-28 16:15:00-07:00,2025-09-28 23:15:00+00:00,23975
2025-09-28 16:15:00-07:00,2025-09-28 23:15:00+00:00,2025-09-28 16:20:00-07:00,2025-09-28 23:20:00+00:00,24242
